lat,lon,pres
-41.13226126,147.116283,1
-41.13178448,147.1156387,1
-41.35172887,146.512761,1
-41.33911594,146.5208149,1
-41.12802631,147.1082458,1
-41.36017123,146.5262318,1
-41.13508017,147.1168718,1
-40.94848352,147.9846429,1
-41.22675165,146.719756,1
-41.29000246,148.1753129,1
-40.91345739,147.7446939,1
-41.08686699,146.8132182,1
-40.97178633,147.9022334,1
-41.04848832,147.8013065,1
-41.28332,146.93333,1
-41.151213,147.117389,1
-41.23439654,146.7149503,1
-41.3071493,148.080055,1
-41.3305961,147.3514819,1
-40.81807164,148.0744538,1
-41.03689364,147.8079471,1
-41.08281982,147.3703975,1
-41.33734257,147.1483424,1
-41.02933661,147.7935801,1
-40.83181852,148.1346397,1
-40.84757095,148.0986557,1
-41.3167,146.9333,1
-41.22156947,148.1728937,1
-41.00516838,147.8955539,1
-41.02299038,147.7994511,1
-41.16770304,146.953581,1
-40.92206809,147.9241216,1
-40.86657528,148.0894768,1
-40.96291738,147.9948039,1
-41.09241879,146.9679939,1
-41.13357052,146.741599,1
-40.91515034,147.9679744,1
-41.27691532,147.1983556,1
-37.03,140.8,1
-37.03,140.8,1
-37.03,140.8,1
-37.03,140.8,1
-30.03279193,147.0945358,0
-33.47584215,123.554782,0
-29.86939238,151.5489102,0
-34.06189593,138.5874112,0
-31.61161612,141.1282202,0
-30.11411765,133.3076628,0
-32.40477957,148.9241855,0
-34.49725557,147.790007,0
-30.22380372,123.9855848,0
