lat,lon,pres
-42.58182968,148.0513372,1
-42.68183914,146.8680299,1
-41.83181989,148.1679877,1
-42.83183163,147.7513477,1
-42.58182859,148.0680079,1
-42.7167,147.15,1
-42.81644797,147.6659148,1
-42,146.5,1
-42.7167,147.2,1
-41.78814212,147.5802249,1
-42.16516709,147.3346724,1
-41.5,147.1,1
-42.31516876,147.4013457,1
-42.58182859,148.0680079,1
-42.72928452,147.7379425,1
-42.7167,147.2,1
-42.03332,147.5,1
-41.96952711,147.2234207,1
-42.7651758,146.9680266,1
-41.95513031,147.2161307,1
-42.56479541,147.2450255,1
-42.54849979,147.6513423,1
-42.99849923,147.751351,1
-42.83579986,147.806091,1
-41.53182971,147.3346601,1
-41.95151378,147.2233578,1
-42.75942355,147.7616545,1
-42.79096622,147.5610618,1
-41.79849939,147.134668,1
-42.58182731,148.0013372,1
-43.14849787,147.9846879,1
-41.91515894,147.5013406,1
-42.81765832,147.3230865,1
-42.01666667,147.4833333,1
-42.67373097,147.2600981,1
-42.68539874,146.723057,1
-42.1326077,148.2996609,1
-41.95869747,147.2342431,1
-42.80107824,147.5406814,1
-41.91465092,147.1870533,1
-42.01666667,147.4833333,1
-42.82329728,147.6803384,1
-42.6818317,147.2658931,1
-42.91403744,147.3150134,1
-42.14757198,146.4325282,1
-42.82388045,147.7059866,1
-41.75,147.333333,1
-42.78322004,147.6004321,1
-42.5333,147.2,1
-41.60123682,147.9253466,1
-42.93254724,147.8514948,1
-41.94522522,147.2148908,1
-41.94848842,148.2846574,1
-42.84370545,147.3464739,1
-42.09850821,146.8680127,1
-41.75,147.333333,1
-42.83183546,147.3346861,1
-41.7,147.28333,1
-41.7,147.28333,1
-41.62897968,147.9473524,1
-42.76516906,147.068029,1
-42.66516711,147.4513505,1
-42.01666667,147.4833333,1
-43.34647476,147.2296392,1
-42.16424549,146.903298,1
-41.58510261,147.9155187,1
-42.51513564,147.7086364,1
-43.14412148,146.8678,1
-41.63373123,146.8896878,1
-41.84008177,148.0130907,1
-41.60397166,146.8573368,1
-42.51456074,147.6538505,1
-41.72934049,147.4342068,1
-43.04229617,146.8957919,1
-41.51683412,147.8917857,1
-42.71516297,147.4013488,1
-41.76583489,148.1502722,1
-41.58333333,147.1166667,1
-43.13849162,147.216563,1
-42.17,147.02,1
-42.19205611,147.9278601,1
-42.76578701,147.1480372,1
-41.60123682,147.9253466,1
-42.71957225,147.7230983,1
-43.24217975,147.1282463,1
-42.64849772,147.451352,1
-42.0272059,146.7959952,1
-42.1372319,147.0896908,1
-41.50681478,147.9060272,1
-42.78019568,147.1480715,1
-42.06754061,147.2938715,1
-42.02269282,146.790574,1
-42.07489011,146.769247,1
-42.98247266,147.9109824,1
-41.58333333,147.1166667,1
-42.78232595,147.5992009,1
-42.1795265,147.1272879,1
-41.58333333,147.1166667,1
-42.73183213,147.4013585,1
-42.73183557,147.4180207,1
-41.58333333,147.1166667,1
-42.16240179,147.1381486,1
-42.65837002,147.5345628,1
-41.43351609,146.7356254,1
-41.5291708,146.5134817,1
-41.78495446,147.379489,1
-42.11629794,146.1763576,1
-42.38943409,147.0426676,1
-42.68184144,146.6846975,1
-41.47488057,146.7067132,1
-41.42645366,147.8115611,1
-42.38853393,147.0414521,1
-41.55821815,146.5696267,1
-42.41941756,147.7488838,1
-42.09378382,146.7595045,1
-42.49849079,147.8346764,1
-41.47577825,146.7055114,1
-41.72482339,147.4377833,1
-41.45443309,147.8035287,1
-41.42098251,146.7715767,1
-41.45625112,147.8011565,1
-41.42661379,146.9989468,1
-42.09231032,148.0080261,1
-42.84850123,147.2013626,1
-41.43352699,146.740413,1
-41.73177843,147.3230343,1
-42.13183807,147.1346821,1
-43.09921408,147.2590163,1
-41.53914965,147.4694974,1
-42.13182222,148.3179875,1
-41.69206918,147.2452902,1
-41.58333333,147.1166667,1
-43.08826553,147.0284059,1
-42.13633125,147.0896896,1
-42.38042196,146.5821317,1
-42.12788346,147.2941503,1
-42.12888282,146.7472726,1
-42.06318652,146.7717067,1
-42.55664122,147.8309196,1
-42.20643927,147.6736799,1
-42.07397716,146.7632059,1
-41.693231,146.2118201,1
-41.65086548,146.9136771,1
-42.12615015,147.2663154,1
-41.50658325,146.3219304,1
-41.69164766,146.2442847,1
-42.12827657,146.214919,1
-41.95151378,147.2233578,1
-41.43892057,146.7356035,1
-42.12696399,147.3014053,1
-43.09590029,147.7214405,1
-42.69850628,147.1680224,1
-42.96259455,147.3397835,1
-41.97021342,146.6851415,1
-42.71516304,147.5180137,1
-41.46362925,146.5666603,1
-42.06392869,147.2974809,1
-42.19890416,147.114003,1
-42.73338213,147.4741268,1
-41.43269037,147.8212138,1
-42.12328509,148.3272952,1
-40.99,145.72,1
-40.9,145.03333,1
-41.17089765,145.8950539,1
-41.18971094,145.038156,1
-41.24344166,146.7304257,1
-41.06316852,147.3143491,1
-41.09904927,147.3657254,1
-41.3,146.71665,1
-41.12748269,147.1288074,1
-41.17858067,148.1482817,1
-41.1112311,147.1585517,1
-41.12839858,147.1145129,1
-41.03239497,147.7400845,1
-41.08544902,147.6013832,1
-41.10176666,147.360977,1
-41.37340086,146.527798,1
-41.1112311,147.1585517,1
-41.13196072,147.1502617,1
-41.36346935,147.1448148,1
-41.15360007,147.6580202,1
-41.3,147.21665,1
-40.86514947,148.2013014,1
-41.20634367,147.3329248,1
-41.12814675,146.7332808,1
-41.14318781,147.3659705,1
-41.3,146.71665,1
-41.31132209,148.1147688,1
-40.99258199,147.617183,1
-41.14158507,147.2968494,1
-40.95350154,147.678605,1
-40.9718049,147.8998566,1
-41.14318781,147.3659705,1
-41.16492799,148.1623471,1
-41.10176666,147.360977,1
-41.13914066,147.1693428,1
-41.36973575,147.1399023,1
-41.02299038,147.7994511,1
-41.31665606,148.1220281,1
-41.34412665,146.5750147,1
-41.14915042,147.648442,1
-41.18004889,148.0898867,1
-41.3833,147.4167,1
-41.38263321,146.5251481,1
-41.03594416,147.748452,1
-40.95113356,147.6191732,1
-41.14849463,147.6513194,1
-41.37076133,147.0348207,1
-41.36986019,147.0360159,1
-41.00790782,147.6149477,1
-41.32750892,146.5709901,1
-41.14643476,147.6507986,1
-41.15360007,147.6580202,1
-41.34034658,146.5065218,1
-41.18258016,148.1078133,1
-41.342461,146.4554123,1
-41.17618602,146.9476854,1
-41.25855282,146.464598,1
-41.22359805,146.588867,1
-40.96665,148.01666,1
-41.0833,146.75,1
-41.21176961,146.5613695,1
-41.27161306,146.5675068,1
-41.36666,147.05,1
-41.1,147.81666,1
-40.89,147.87,1
-41.16,146.28,1
-41,147.383333,1
-40.96,148.01,1
-41.1,147.08332,1
-41.12028434,146.8786398,1
-41.1,146.7833,1
-41.13887065,146.9112777,1
-41.23661697,148.136493,1
-41.10492383,147.1597274,1
-41.22387418,147.1230309,1
-41.0833,146.75,1
-40.84861747,148.0832512,1
-41.36516382,147.0013391,1
-41.06875793,147.9416459,1
-40.98182312,148.0013047,1
-41.05613504,148.047378,1
-41.06875793,147.9416459,1
-40.88851954,147.9509561,1
-41.13582883,147.411206,1
-41.36561333,148.2651496,1
-41.38182841,147.1013343,1
-40.88182169,147.6679735,1
-40.91515319,147.8846361,1
-41.04979714,147.6313182,1
-41.11274499,146.6976111,1
-40.92350904,147.8540706,1
-41.13284027,147.1657523,1
-40.7879225,148.0035662,1
-41.11726443,146.7035461,1
-40.91167276,147.5855564,1
-41.23610974,147.3187561,1
-41.24344166,146.7304257,1
-41.12315985,146.7196016,1
-40.85014214,147.6372136,1
-40.86183929,147.6396988,1
-41.08736144,147.3585169,1
-41.08332,147.93333,1
-41.17258621,147.0442528,1
-41.35272141,148.2075208,1
-41.28831455,146.6669455,1
-41.0888199,146.9953803,1
-41.0882548,147.360903,1
-41.30118713,146.5171269,1
-41.34042421,148.2622716,1
-41.24574084,146.5931661,1
-41.2402519,146.3736189,1
-41.11515568,147.5513181,1
-40.91859413,147.7851287,1
-41.1224773,147.3634729,1
-40.84722385,147.675147,1
-40.9268252,147.6165708,1
-41.14318781,147.3659705,1
-41.12568631,147.1240387,1
-41.35391934,148.2637277,1
-41.13183433,146.6846681,1
-40.88623869,147.6256899,1
-40.86456788,147.6349787,1
-41.3422122,148.2635014,1
-41.12839858,147.1145129,1
-41.1014313,146.9977612,1
-41.26511368,146.7542133,1
-40.88408709,147.6402098,1
-41.24603783,147.3116434,1
-41.03182424,147.4179813,1
-41.17348181,147.0561751,1
-41.1112311,147.1585517,1
-40.86724402,147.6397509,1
-41.38183597,146.9846677,1
-40.95675408,147.5776369,1
-41.29847083,146.6592614,1
-41.08332,146.75,1
-41.29451637,146.6562124,1
-41.29170364,146.6554389,1
-41.0833,146.75,1
-41.21515587,147.7346493,1
-40.94848938,148.0679754,1
-41.25,147.21665,1
-40.93182026,147.9346388,1
-41.21853398,146.9834413,1
-41.24027163,146.5752993,1
-41.27668383,147.0372423,1
-40.98088591,147.8904706,1
-41.18460157,147.5870391,1
-41.29439515,148.1861407,1
-41.18183006,147.3013234,1
-40.76780264,147.9516027,1
-41.1606953,147.4509336,1
-40.96665,148.01666,1
-41.25,147.21665,1
-41.19849845,146.7846718,1
-41.08331259,147.1537224,1
-41.12204398,147.1561952,1
-41.37742521,148.2558118,1
-40.96665,148.01666,1
-41.15189225,146.9319017,1
-41.15540613,147.1300539,1
-41.09231746,147.1561248,1
-41.15359337,147.1395848,1
-41.25,147.21665,1
-41.33541796,146.5819721,1
-41.28332,146.93333,1
-41.11515777,147.6013207,1
-41.28332,146.93333,1
-41.01369506,148.0585981,1
-41.01595842,147.8980786,1
-41.36516176,147.0679973,1
-41.26996231,147.161499,1
-41.28332,146.93333,1
-41.34124847,146.5876718,1
-41.06875793,147.9416459,1
-40.9655461,147.8938296,1
-41.04696056,147.3118922,1
-41.25968026,146.7411026,1
-41.19728841,147.5737835,1
-41.22959294,146.6123571,1
-41.37627449,148.2785104,1
-41.33514744,148.1193577,1
-40.94848213,148.101301,1
-41.30489053,148.2161941,1
-41.33183372,146.8346645,1
-41.3590172,146.5259772,1
-41.1329182,147.1169156,1
-41.35404323,146.5168919,1
-41.13306682,147.1124003,1
-41.12842728,147.1128213,1
-41.12600607,147.1108038,1
-41.35363509,146.5162255,1
-41.34078173,146.5271971,1
-41.33290498,146.4843033,1
-41.33950241,146.5206089,1
-41.13436091,147.1155003,1
-41.12937231,147.1136449,1
-41.35854778,146.5257295,1
-41.12505204,147.1099445,1
-41.36017123,146.5262318,1
-41.28124979,148.1500798,1
-41.34745312,146.5070911,1
-41.13068106,147.1109904,1
-41.33460736,146.5196767,1
-41.29175476,148.1801215,1
-41.12472056,147.1080259,1
-41.12843239,147.1074721,1
-41.13250732,147.113424,1
-41.13118663,147.1098236,1
-41.12649209,147.1112335,1
-41.34127038,146.5299425,1
-41.13124781,147.1117777,1
-41.35172887,146.512761,1
-41.33443918,146.5182319,1
-41.1346741,147.117574,1
-41.1267293,147.1080888,1
-41.3605677,146.5262648,1
-41.22913398,146.7797389,1
-41.12980856,147.1096546,1
-41.12472056,147.1080259,1
-41.1346741,147.117574,1
-41.13294848,147.113663,1
-41.0833,146.75,1
-41.15243852,146.94252,1
-41.12415303,147.1080488,1
-41.35676889,146.5224907,1
-41.1348288,147.1160254,1
-41.31671413,148.1160554,1
-41.3402845,146.522396,1
-41.34041506,146.5234707,1
-41.12649209,147.1112335,1
-41.13037133,147.1145283,1
-41.13250732,147.113424,1
-41.13368566,147.1151536,1
-41.13330045,147.1129964,1
-41.35518872,146.5194059,1
-41.3565244,146.5221816,1
-41.13217574,147.111672,1
-40.97185781,147.6181784,1
-40.94752406,147.6203276,1
-41.1329182,147.1169156,1
-41.13436091,147.1155003,1
-41.16100121,147.4440701,1
-41.13382722,147.1176916,1
-41.34226972,146.5019787,1
-41.12843239,147.1074721,1
-41.34948917,146.5092752,1
-41.35189247,146.5131064,1
-41.12383629,147.109597,1
-41.3605677,146.5262648,1
-41.33157015,146.4859391,1
-41.13098332,147.1150893,1
-41.33319097,146.4837992,1
-41.35706817,146.5229786,1
-41.1348261,147.1186823,1
-41.34753111,146.5063733,1
-41.13382722,147.1176916,1
-40.9818258,147.4679835,1
-41.13452902,147.1185031,1
-41.13118663,147.1098236,1
-41.33485862,146.521611,1
-41.33426928,146.5163808,1
-41.11516812,146.9346674,1
-41.12980856,147.1096546,1
-41.33426928,146.5163808,1
-41.34226972,146.5019787,1
-41.13368566,147.1151536,1
-41.12937231,147.1136449,1
-41.1348288,147.1160254,1
-41.33213511,146.485373,1
